id,Տրվել է(օր),Տրվել.է.խանութ.,Սեռ,Տարիքային.խումբ,Համաձայն.է.ստանալ.SMS,Շրջանառություն,Կուտակում,Վճարում
BH138529,04.11.2018,BASIC SHOES Երևան Մոլ,Мужской,,v,16700,,
BH138644,11.11.2018,COOLCLUB Երևան Մոլլ,Мужской,,v,9400,,
BH138752,02.12.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,2900,87,
BH133692,26.07.2018,BASIC CENTER Ավան,Женский,45-ից բարձր,v,141000,2661,
BH133721,12.07.2018,BATA Դալմա,Женский,45-ից բարձր,v,42900,237,
BH133874,28.07.2018,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,v,14300,700,
BH133930,21.07.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,13800,200,
BH133995,06.08.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,4800,200,
BH134009,11.07.2018,BASIC CENTER Դալմա,Женский,45-ից բարձր,,83900,2458,
BH134075,15.07.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,30600,864,
BH133887,29.07.2018,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,v,39100,,
BH133904,15.07.2018,COOLCLUB Դալմա,Женский,45-ից բարձր,v,11400,,
BH133941,23.07.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,22500,,
BH133963,30.07.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,16200,347,
BH134020,11.07.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,34700,567,
BH134039,13.07.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,17300,227,
BH134072,15.07.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,31500,297,
BH134151,31.07.2018,BATA Դալմա,Мужской,25-ից 45 տարեկան,v,15200,,
BH134163,02.08.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,34800,387,
BH138210,27.10.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,15900,,
BH138215,20.10.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,35400,100,
BH138243,08.11.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,15800,674,
BH138281,23.11.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,44500,877,700
BH134776,29.07.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,17900,637,
BH134778,29.07.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,,25300,87,
BH134864,04.08.2018,COOLCLUB Երևան Մոլլ,Женский,,v,7400,9,
BH134931,13.08.2018,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,v,780000,14565,14600
BH132410,14.06.2018,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,v,20900,457,
BH132494,22.06.2018,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,v,7900,337,
BH132496,22.06.2018,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,v,8900,367,
BH132531,23.06.2018,COOLCLUB Դալմա,Мужской,25-ից 45 տարեկան,v,11900,357,
BH132572,14.07.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,57600,1215,
BH132661,03.07.2018,BATA Դալմա,Мужской,18-ից 25 տարեկան,v,6900,207,
BH135054,11.08.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,10400,,
BH135084,16.08.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,12800,684,
BH132326,24.06.2018,BASIC CENTER Ավան,Мужской,25-ից 45 տարեկան,,23800,,
BH081004,26.08.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,214400,4016,100
BH134715,20.07.2018,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,v,4900,147,
BH134741,24.07.2018,BASIC CENTER Դալմա,Женский,45-ից բարձր,v,22200,207,
BH134798,01.08.2018,BASIC CENTER Դալմա,Женский,,v,6900,307,
BH134807,19.07.2018,COOLCLUB Երևան Մոլլ,Женский,,v,15700,417,
BH134854,31.07.2018,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,v,11200,246,
BH137923,06.10.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,89600,267,
BH137937,04.10.2019,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,v,823800,1093,
BH137955,11.10.2018,BASIC CENTER Դալմա,Женский,45-ից բարձր,v,41600,487,
BH138001,17.10.2018,BASIC CENTER Կոմիտաս,Мужской,25-ից 45 տարեկան,v,12600,117,
BH138061,07.11.2018,BASIC CENTER Կոմիտաս,Женский,45-ից բարձր,,17900,537,
BH138140,03.11.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,8700,,
BH138206,24.10.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,30700,921,
BH138352,18.12.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,35900,1077,
BH138400,17.01.2019,BATA Դալմա,Женский,25-ից 45 տարեկան,v,14500,,
BH138407,04.11.2018,COOLCLUB Դալմա,Женский,45-ից բարձր,v,7900,100,
BH138500,27.11.2018,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,v,28300,100,
BH137653,29.11.2018,BASIC CENTER Հանրապետության,Женский,,,48800,1464,
BH134949,18.08.2018,BASIC CENTER Կոմիտաս,Мужской,,v,57500,591,
BH132402,14.06.2018,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,v,78100,2107,
BH132417,15.06.2018,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,v,16900,607,
BH132532,04.08.2018,BASIC CENTER Հանրապետության,Женский,,v,42700,781,
BH132621,27.06.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,8800,347,
BH135089,17.08.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,19900,597,
BH135092,17.08.2018,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,v,8800,,
BH135161,15.07.2019,BASIC SHOES Երևան Մոլ,Женский,,v,141900,1981,
BH135193,14.08.2018,BASIC SHOES Երևան Մոլ,Женский,,v,26300,,
BH135221,10.08.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,4000,,
BH135234,13.08.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,,,
BH138323,26.11.2018,BATA Դալմա,Мужской,18-ից 25 տարեկան,v,49100,764,
BH138349,16.12.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,91700,1444,
BH138368,27.12.2018,BATA Դալմա,Женский,18-ից 25 տարեկան,v,10400,,
BH138479,21.11.2018,COOLCLUB Դալմա,Женский,18-ից 25 տարեկան,v,15800,774,
BH138511,01.11.2018,BASIC SHOES Երևան Մոլ,Женский,,v,38300,700,
BH138608,25.09.2019,COOLCLUB Դալմա,Женский,18-ից 25 տարեկան,v,46900,2006,
BH138617,05.11.2018,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,v,37600,400,
BH138642,10.11.2018,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,v,15300,500,
BH138784,14.12.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,,2900,100,
BH138797,19.12.2018,BASIC CENTER Մետրոնոմ,Женский,18-ից 25 տարեկան,v,39500,300,
BH139769,19.09.2019,BASIC CENTER Ավան,Мужской,,v,575800,34120,44700
BH136724,20.09.2018,BASIC CENTER Դալմա,Женский,18-ից 25 տարեկան,v,23200,,
BH136781,29.09.2018,BASIC CENTER Դալմա,Мужской,45-ից բարձր,v,62700,1500,1500
BH136918,01.10.2018,BASIC CENTER Ավան,Женский,45-ից բարձր,v,176400,2131,1500
BH136924,12.10.2018,BASIC CENTER Ավան,Женский,45-ից բարձր,v,45200,153,
BH137011,22.07.2019,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,59200,87,
BH137024,29.09.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,87700,1671,1400
BH137156,28.10.2018,BASIC SHOES Երևան Մոլ,Мужской,,,40600,400,
BH137220,28.09.2018,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,v,8900,367,
BH137258,04.10.2018,BASIC CENTER Կոմիտաս,Мужской,45-ից բարձր,v,13900,517,
BH137273,08.10.2018,BASIC CENTER Կոմիտաս,Женский,45-ից բարձր,v,,117,
BH137299,16.10.2018,BASIC CENTER Կոմիտաս,Женский,45-ից բարձր,v,34900,1047,
BH137314,03.03.2020,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,v,127100,2285,
BH136701,16.09.2018,BASIC CENTER Դալմա,Женский,18-ից 25 տարեկան,v,77500,649,400
BH136752,23.09.2018,BASIC CENTER Դալմա,Женский,,v,28700,591,
BH136843,25.09.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,14100,,
BH136903,10.09.2018,BASIC CENTER Ավան,Женский,18-ից 25 տարեկան,v,,2805,3100
BH133090,21.06.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,24600,,
BH133131,26.06.2018,COOLCLUB Երևան Մոլլ,Женский,18-ից 25 տարեկան,v,15400,100,
BH133190,16.07.2018,COOLCLUB Երևան Մոլլ,Женский,18-ից 25 տարեկան,v,3900,115,
BH133192,11.07.2018,COOLCLUB Երևան Մոլլ,Женский,,v,53300,637,
BH133279,09.07.2018,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,v,7900,237,
BH133312,22.06.2018,BASIC CENTER Մետրոնոմ,Женский,,,8900,267,
BH133355,29.06.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,v,12900,387,
BH133406,28.06.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,49100,1384,
BH133455,02.07.2018,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,,16700,,
BH133567,12.08.2018,BASIC CENTER Ավան,Мужской,25-ից 45 տարեկան,v,21900,367,
BH133730,13.07.2018,BATA Դալմա,Мужской,18-ից 25 տարեկան,v,18500,,
BH138525,03.11.2018,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,,3900,,
BH138577,16.11.2018,BASIC SHOES Երևան Մոլ,Женский,18-ից 25 տարեկան,v,,500,
BH138765,11.12.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,v,7700,57,
BH137009,24.09.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,,,
BH134168,03.08.2018,BATA Դալմա,Женский,18-ից 25 տարեկան,v,10900,327,
BH134282,02.08.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,665133,9684,8300
BH134366,03.08.2018,BASIC CENTER Հանրապետության,Мужской,,v,94900,228,
BH134369,02.08.2018,BASIC CENTER Հանրապետության,Женский,,,19000,267,
BH134450,18.08.2018,BASIC CENTER Հանրապետության,Мужской,18-ից 25 տարեկան,,55900,1677,
BH134584,13.09.2018,BASIC CENTER Հանրապետության,Мужской,,,53900,1717,
BH134862,03.08.2018,COOLCLUB Երևան Մոլլ,Женский,,v,7600,,
BH134908,03.08.2018,BASIC CENTER Կոմիտաս,Мужской,45-ից բարձր,,41000,1051,
BH134980,30.08.2018,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,v,78500,1014,
BH132435,19.06.2018,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,v,27900,937,
BH132444,28.06.2018,BASIC SHOES Երևան Մոլ,Женский,,v,,,7600
BH132462,01.07.2018,BASIC SHOES Երևան Մոլ,Женский,,v,14600,400,
BH132536,25.06.2018,COOLCLUB Դալմա,Женский,,v,28400,354,
BH132604,23.06.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,,13800,414,
BH132668,05.07.2018,BATA Դալմա,Мужской,18-ից 25 տարեկան,,18900,127,
BH133781,07.07.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,,,2185,
BH134146,30.07.2018,BATA Դալմա,Женский,45-ից բարձր,v,,,
BH138712,22.11.2018,BASIC CENTER Մետրոնոմ,Женский,,,8700,300,
BH138727,26.11.2018,BASIC CENTER Մետրոնոմ,Мужской,,,34600,217,
BH138793,26.05.2019,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,,113800,427,400
BH135059,12.08.2018,BASIC CENTER Դալմա,Женский,,v,26600,444,
BH135107,07.08.2018,BASIC SHOES Երևան Մոլ,Женский,,v,18400,87,
BH138614,04.11.2018,COOLCLUB Երևան Մոլլ,Женский,,,49900,100,
BH138662,19.11.2018,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,v,18700,,
BH138785,15.12.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,11200,277,
BH138429,07.11.2018,COOLCLUB Դալմա,Женский,45-ից բարձր,v,26900,907,
BH138443,10.11.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,3900,,
BH138480,21.11.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,2900,87,
BH138493,24.11.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,25100,6,
BH138570,14.11.2018,BASIC SHOES Երևան Մոլ,Мужской,,,12500,,
BH138670,21.11.2018,COOLCLUB Երևան Մոլլ,Женский,,v,51600,335,200
BH137691,15.01.2019,,Женский,,v,16300,,
BH137075,09.10.2018,BASIC CENTER Ավան,Мужской,25-ից 45 տարեկան,v,17500,1025,
BH137092,14.10.2018,BASIC CENTER Ավան,Мужской,25-ից 45 տարեկան,,433900,4892,
BH137105,09.10.2018,BASIC SHOES Երևան Մոլ,Мужской,,,46300,,
BH137167,19.10.2018,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,v,66500,1358,1300
BH137173,14.10.2018,BASIC SHOES Երևան Մոլ,,25-ից 45 տարեկան,,8900,267,
BH137203,25.09.2018,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,v,10600,,
BH137237,03.10.2018,BASIC CENTER Կոմիտաս,Женский,45-ից բարձր,v,8900,367,
BH137301,03.10.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,149000,1761,
BH079151,10.02.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,656800,29761,19700
BH137721,05.03.2019,BASIC CENTER Հանրապետության,Женский,,v,45600,,
BH137763,06.11.2018,BASIC CENTER Հանրապետության,Женский,,v,54000,471,
BH137778,07.11.2018,BASIC CENTER Հանրապետության,Женский,,v,34800,1044,
BH137828,13.10.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,29900,392,
BH137860,26.10.2018,COOLCLUB Դալմա,Женский,,v,4700,300,
BH137965,13.10.2018,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,v,41000,100,
BH138055,04.11.2018,BASIC CENTER Կոմիտաս,,18-ից 25 տարեկան,v,5500,,
BH138112,29.10.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,v,1266600,25275,23900
BH138271,18.11.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,,25900,712,
BH138326,01.12.2018,BATA Դալմա,Мужской,25-ից 45 տարեկան,,37400,117,
BH138433,08.11.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,22900,787,
BH138515,02.11.2018,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,v,77200,831,
BH138530,04.11.2018,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,v,37900,,
BH138565,14.11.2018,BASIC SHOES Երևան Մոլ,Женский,,,13900,517,
BH138580,17.11.2018,BASIC SHOES Երևան Մոլ,Мужской,18-ից 25 տարեկան,v,4900,147,
BH138629,08.11.2018,COOLCLUB Երևան Մոլլ,Женский,,v,16000,,
BH138725,26.11.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,v,28900,867,
BH138757,09.12.2018,BASIC CENTER Մետրոնոմ,Женский,18-ից 25 տարեկան,v,13200,,
BH134170,04.08.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,,,
BH134193,11.08.2018,BATA Դալմա,Женский,18-ից 25 տարեկան,v,10900,427,
BH134195,12.08.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,17200,,
BH134314,20.07.2018,BASIC CENTER Հանրապետության,Женский,,v,6400,100,
BH134338,30.07.2018,BASIC CENTER Հանրապետության,Мужской,,,75700,1840,
BH134399,15.07.2018,BASIC CENTER Հանրապետության,Женский,,,129300,3078,2800
BH134457,01.09.2018,BASIC CENTER Հանրապետության,Мужской,25-ից 45 տարեկան,,32300,,
BH134467,28.08.2018,BASIC CENTER Հանրապետության,Мужской,,,151400,895,
BH134512,06.10.2018,BASIC CENTER Հանրապետության,Женский,,v,53800,1714,
BH134640,22.07.2018,BASIC CENTER Կոմիտաս,Мужской,,,26800,1004,
BH134642,22.07.2018,BASIC CENTER Կոմիտաս,Женский,,v,39000,517,
BH134687,31.07.2018,BASIC CENTER Կոմիտաս,Женский,18-ից 25 տարեկան,v,8400,,
BH134723,21.07.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,131300,369,
BH137316,06.10.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,,3900,117,
BH137331,10.10.2018,BASIC CENTER Մետրոնոմ,Женский,,v,-7400,,
BH137363,19.10.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,,14900,547,
BH137504,03.10.2018,BASIC CENTER Հանրապետության,Женский,,v,39800,1264,1000
BH137510,04.10.2018,BASIC CENTER Հանրապետության,Мужской,45-ից բարձր,v,1011667,13603,23600
BH137545,10.10.2018,BASIC CENTER Հանրապետության,Женский,,,14700,237,
BH137677,08.12.2018,BASIC CENTER Հանրապետության,Женский,,v,78800,477,300
BH135138,10.08.2018,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,v,13700,,
BH135175,21.08.2018,BASIC SHOES Երևան Մոլ,Мужской,,,44900,1447,
BH135266,18.08.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,198467,459,
BH135317,25.08.2018,BASIC CENTER Ավան,Женский,45-ից բարձր,v,125567,1047,
BH135374,13.09.2018,BASIC CENTER Ավան,Мужской,45-ից բարձր,v,1161200,1605,-1200
BH135455,16.08.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,v,900,100,
BH134739,24.07.2018,BASIC CENTER Դալմա,Женский,Մինչև 18 տարեկան,v,18800,664,
BH134801,18.07.2018,COOLCLUB Երևան Մոլլ,Женский,,v,17300,121,
BH134922,06.08.2018,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,,2500,,
BH132448,28.06.2018,BASIC SHOES Երևան Մոլ,Женский,18-ից 25 տարեկան,v,12900,487,
